product_id,position,benefit
pdf-dermocosmetica-052,3,"EFICAZ EN ARRUGAS ESTÁTICAS Y DINÁMICAS *Test instrumental in vivo realizado en 20 sujetos, 15 minutos después de la aplicación. Se registró una disminución significativa del aumento fisiológico de la profundidad y el volumen de las arrugas del contorno de ojos y labios, 60 segundos después de la expresión de fruncido del contorno de ojos y labios. FÓRMULA"
pdf-dermocosmetica-059,1,CON LA EXCLUSIVA PATENTE IALUDEEP® EN PIE
pdf-dermocosmetica-059,2,FORMU
pdf-dermocosmetica-059,3,CON BIOPOLÍMEROS NATURALES DE EFECTO TENSOR INMEDIATO EL RIES
pdf-dermocosmetica-061,1,CARACT
pdf-dermocosmetica-061,2,ALTA CONCENTRACIÓN DE HIALURÓNICO MICROFRAGMENTADO
pdf-dermocosmetica-061,3,FÓRMULA EN GEL DE RÁPIDA ABSORCIÓN
pdf-dermocosmetica-063,1,POTENCIA EL COLÁGENO NATURAL
pdf-dermocosmetica-063,2,"TRIPLE ACCIÓN: REAFIRMANTE, LIFTING, UNIFICANTE"
pdf-dermocosmetica-063,3,PIEL LISA Y UNIFORME FÓRMULA
pdf-dermocosmetica-065,1,EL RIES
pdf-dermocosmetica-065,2,COMPLEJO ACTIVO CERAMIDA COMPLEX
pdf-dermocosmetica-065,3,ACCIÓN REDENSIFICANTE Y REESTRUCTURANTE PROFUNDA
pdf-dermocosmetica-067,1,"RETINOL PURO 0,3% ADVERT"
pdf-dermocosmetica-067,2,ACCIÓN ANTIEDAD GLOBAL
pdf-dermocosmetica-067,3,LIBERACIÓN PROLONGADA 24h
pdf-dermocosmetica-069,1,ELEVADA PROTECCIÓN SPF 50
pdf-dermocosmetica-069,2,"PROTECCIÓN COMPLETA FRENTE AL FOTOENVEJECIMIENTO, LA LUZ AZUL, EL ESTRÉS OXIDATIVO Y LA CONTAMINACIÓN"
pdf-dermocosmetica-069,3,ULTRALIGERO FÓRMULA
pdf-dermocosmetica-071,1,COMPLEJO GLICÓLICO COMPLEX 10%
pdf-dermocosmetica-071,2,"NÍQUE < 0,00"
pdf-dermocosmetica-071,3,CON EXCLUSIVO IALUDEEP®
pdf-dermocosmetica-073,1,"ACLARANTE, PERFECCIONADOR Y PROTECTOR"
pdf-dermocosmetica-073,2,ACTÚA EN EL ORIGEN DE LA MANCHA
pdf-dermocosmetica-073,3,APTO EN PIEL SENSIBLE Y EMBARAZO FÓRMULA
pdf-dermocosmetica-075,1,DESPIGMENTANTE Y CORRECTOR INTENSIVO
pdf-dermocosmetica-075,2,USO LOCALIZADO / ZONAS EXTENSAS
pdf-dermocosmetica-075,3,APTO EN PIEL SENSIBLE FÓRMULA
pdf-dermocosmetica-077,1,CONFORT INMEDIATO PARA TODO TIPO DE PIEL
pdf-dermocosmetica-077,2,BÁLSAMO NUTRITIVO INTENSIVO CARACT
pdf-dermocosmetica-077,3,ACCIÓN HIDRATANTE ANTIEDAD
pdf-dermocosmetica-078,1,CARACT
pdf-dermocosmetica-078,2,TRATAMIENTO REFRESCANTE
pdf-dermocosmetica-078,3,ASPECTO LUMINOSO Y DESCANSADO
pdf-dermocosmetica-080,1,INFLAMMAGING
pdf-dermocosmetica-080,2,EFICACIA ANTIEDAD
pdf-dermocosmetica-080,3,TEXTURA ULTRALIGERA DE RÁPIDA ABSORCIÓN FÓRMULA
pdf-dermocosmetica-083,1,PIEL SENSIBLE Y REACTIVA
pdf-dermocosmetica-083,2,FORMU
pdf-dermocosmetica-083,3,EMULSIÓN PROTECTORA EL RIES
pdf-dermocosmetica-084,1,DERMA
pdf-dermocosmetica-084,2,USO 2 EN 1 EN PIE
pdf-dermocosmetica-084,3,CALMANTE PARA DESPUÉS DEL AFEITADO
pdf-dermocosmetica-085,1,DERMA
pdf-dermocosmetica-085,2,HIDRATACIÓN INTENSA EN PIE
pdf-dermocosmetica-085,3,ACCIÓN PROTECTORA
pdf-dermocosmetica-087,1,ACCIÓN ABSORBENTE Y CALMANTE
pdf-dermocosmetica-087,2,FÓRMULA DERMOCOMPATIBLE
pdf-dermocosmetica-088,1,CON IN
pdf-dermocosmetica-088,2,LIMPIADOR 2 EN 1: CUERPO Y CABELLO UNIVER
pdf-dermocosmetica-088,3,ACCIÓN HIDRATANTE Y CALMANTE
pdf-dermocosmetica-090,1,ACCIÓN ANTICELULÍTICA GLOBAL
pdf-dermocosmetica-090,2,FEOL RRMIEUS
pdf-dermocosmetica-090,3,PERFUME DELICADO Y EFECTO FRESCOR PROLONGADO
pdf-dermocosmetica-092,1,ACCIÓN ADELGAZANTE
pdf-dermocosmetica-092,2,TESTAD DERMA
pdf-dermocosmetica-092,3,REDEFINE LA SILUETA EN PIE
pdf-dermocosmetica-094,1,TESTAD
pdf-dermocosmetica-094,2,TRATAMIENTO DE CHOQUE LIPOREDUCTOR DERMA
pdf-dermocosmetica-094,3,"ZONAS CRÍTICAS (ABDOMEN, CADERAS, GLÚTEOS, MUSLOS) EN PIE"
pdf-dermocosmetica-096,1,DE ABS
pdf-dermocosmetica-096,2,HIDRATACIÓN INMEDIATA
pdf-dermocosmetica-096,3,PIEL ATERCIOPELADA Y FIRME CARACT
pdf-dermocosmetica-098,1,HIDRATACIÓN INTENSA
pdf-dermocosmetica-098,2,ACCIÓN RENOVADORA
pdf-dermocosmetica-098,3,TESTAD DERMA
pdf-dermocosmetica-100,1,ANTIESTRÍAS DENER PMIEA
pdf-dermocosmetica-100,2,CONTRARRESTA LA FLACIDEZ CUTÁNEA
pdf-dermocosmetica-100,3,FORMU
pdf-dermocosmetica-102,1,DERMA
pdf-dermocosmetica-102,2,5 ACEITES VEGETALES 100% NATURALES EN PIE
pdf-dermocosmetica-102,3,"5 EN 1: REAFIRMANTE, NUTRITIVO, EMOLIENTE, ILUMINADOR, ANTI-ESTRÍAS"
pdf-dermocosmetica-103,1,EL RIES
pdf-dermocosmetica-103,2,"CON ACTIVOS NUTRITIVOS, CALMANTES, ANTIOXIDANTES Y EMOLIENTES"
pdf-dermocosmetica-103,3,PROTEGE FRENTE A LA RADIACIÓN UVB
pdf-dermocosmetica-105,1,PARA LABIOS Y PEQUEÑAS SUPERFICIES DE LA CARA
pdf-dermocosmetica-105,2,IDEAL PARA APLICACIONES PUNTUALES
pdf-dermocosmetica-105,3,"CON PRÓPOLIS Y ÁRBOL DE TÉ, ANTIMICROBIANOS FÓRMULA"
pdf-dermocosmetica-107,1,LA PIEL QUEDA SUAVE Y PROTEGIDA
pdf-dermocosmetica-107,2,CREMA NUTRITIVA DE RÁPIDA ABSORCIÓN
pdf-dermocosmetica-107,3,TACTO SECO FÓRMULA
pdf-dermocosmetica-109,1,ACCIÓN ANTIEDAD GRACIAS AL ÁCIDO HIALURÓNICO
pdf-dermocosmetica-109,2,TESTAD
pdf-dermocosmetica-109,3,CREMA HIDRATANTE DE USO DIARIO DERMA
pdf-dermocosmetica-112,1,CON IN
pdf-dermocosmetica-112,2,SIN SALES DE ALUMINIO NI ALCOHOL UNIVER
pdf-dermocosmetica-112,3,CON ACTIVOS ANTIMICROBIANOS DE ALTA EFICACIA
pdf-dermocosmetica-114,1,"EFICACIA 7 DÍAS, ANTITRANSPIRANTE DE LARGA DURACIÓN"
pdf-dermocosmetica-114,2,TODO T INCLUS
pdf-dermocosmetica-114,3,SIN ALCOHOL
pdf-dermocosmetica-116,1,"EFICACIA 48 HORAS, ANTITRANSPIRANTE DE LARGA DURACIÓN"
pdf-dermocosmetica-116,2,DENES CAORL CON IN
pdf-dermocosmetica-116,3,SIN ALCOHOL UNIVER
pdf-dermocosmetica-118,1,CON ACTIVOS ANTIMICROBIANOS Y ANTIENZIMÁTICOS DE ELEVADA EFICACIA DERMA EN PIE
pdf-dermocosmetica-118,2,SIN SALES DE ALUMINIO
pdf-dermocosmetica-118,3,NO DEJA RESIDUOS
pdf-dermocosmetica-121,1,ADULT
pdf-dermocosmetica-121,2,"HIDRATA, CALMA Y PROTEGE LA PIEL"
pdf-dermocosmetica-121,3,CON LIMPIADORES SUAVES CARACT
pdf-dermocosmetica-123,1,SISTEMA LIMPIADOR DELICADO PH 4.5
pdf-dermocosmetica-123,2,ACCIÓN PURIFICANTE Y ANTIOLOR
pdf-dermocosmetica-123,3,PARA HOMBRES Y MUJERES FÓRMULA
pdf-dermocosmetica-125,1,FORMU
pdf-dermocosmetica-125,2,SISTEMA LIMPIADOR DELICADO PH 5.5 EL RIES
pdf-dermocosmetica-125,3,ACCIÓN HIDRATANTE Y PROTECTORA
pdf-dermocosmetica-127,1,"SISTEMA LIMPIADOR DELICADO CON PH 6,5"
pdf-dermocosmetica-127,2,"<N Í0Q,0U0E"
pdf-dermocosmetica-127,3,"ACCIÓN PROTECTORA Y CALMANTE EN LOS CASOS DE SEQUEDAD, IRRITACIÓN, PICOR Y ENROJECIMIENTO"
pdf-dermocosmetica-130,1,CON ACTIVOS PROTECTORES E HIDRATANTES
pdf-dermocosmetica-130,2,FORMU
pdf-dermocosmetica-130,3,RESPETA EL CUERO CABELLUDO SENSIBLE E IRRITABLE EL RIES
pdf-dermocosmetica-132,1,CON ACTIVOS HIDRATANTES Y PROTECTORES
pdf-dermocosmetica-132,2,DESAR
pdf-dermocosmetica-132,3,RESPETA EL CUERO CABELLUDO EN COL CON IN
pdf-dermocosmetica-134,1,CABELLO LIGERO Y CON MÁS VOLUMEN
pdf-dermocosmetica-134,2,CON ACTIVOS SEBORREGULADORES
pdf-dermocosmetica-134,3,TENSIOACTIVO SUAVE QUE RESPETA EL CUERO CABELLUDO FÓRMULA
pdf-dermocosmetica-136,1,CABELLO LIGERO Y CON MÁS VOLUMEN CUONNIV EINR
pdf-dermocosmetica-136,2,CON ACTIVOS PURIFICANTES Y ANTIMICROBIANOS
pdf-dermocosmetica-136,3,NÍQUE
pdf-dermocosmetica-138,1,CON ACTIVOS REVITALIZANTES
pdf-dermocosmetica-138,2,NÍQUE
pdf-dermocosmetica-138,3,"FAVORECE LA VITALIDAD Y EL CRECIMIENTO NATURAL DEL CABELLO < 0,00"
pdf-dermocosmetica-140,1,"< 0,00"
pdf-dermocosmetica-140,2,"FORTALECE EL CABELLO, CONTRARRESTANDO SU CAÍDA"
pdf-dermocosmetica-140,3,CON ACTIVOS QUE NUTREN Y PROTEGEN EL CUERO CABELLUDO
pdf-dermocosmetica-142,1,MEJORA EL PEINADO Y LA LUMINOSIDAD DEL CABELLO
pdf-dermocosmetica-142,2,CON ACONDICIONADORES DE ORIGEN VEGETAL CARACT
pdf-dermocosmetica-142,3,PARA TODO TIPO DE CABELLO
pdf-dermocosmetica-144,1,REPARA Y SUAVIZA EL CABELLO
pdf-dermocosmetica-144,2,TESTAD
pdf-dermocosmetica-144,3,CON ACTIVOS DE ORIGEN VEGETAL DERMA
pdf-dermocosmetica-146,1,"EFICACIA ANTIEDAD, REPARADO Y REEQUILIBRANTE EL RIES"
pdf-dermocosmetica-146,2,TENSIOACTIVOS ULTRADELICADOS ESPUMANTES
pdf-dermocosmetica-146,3,NÍQUE
pdf-dermocosmetica-148,1,TRIPLE ACCIÓN SOBRE EL CABELLO
pdf-dermocosmetica-148,2,USO CON Y SIN ACLARADO
pdf-dermocosmetica-148,3,FACILITA EL PEINADO Y PROLONGA SU DURACIÓN FÓRMULA
pdf-dermocosmetica-151,1,"PROTECCIÓN FULL SPECTRUM UVA, UVB E IR"
pdf-dermocosmetica-151,2,ACTIVOS ESPECÍFICOS ANTIEDAD Y ANTIOXIDANTES
pdf-dermocosmetica-151,3,NO COMEDOGÉNICA
pdf-dermocosmetica-153,1,TESTAD
pdf-dermocosmetica-153,2,TEXTURA ULTRA LIGERA DERMA
pdf-dermocosmetica-153,3,ABSORCIÓN INMEDIATA EN PIE
pdf-dermocosmetica-154,1,FORMU
pdf-dermocosmetica-154,2,TEXTURA ULTRA LIGERA EL RIES
pdf-dermocosmetica-154,3,ABSORCIÓN INMEDIATA
pdf-dermocosmetica-155,1,"MÁXIMA PROTECCIÓN FULL SPECTRUM UVA, UVB, IR"
pdf-dermocosmetica-155,2,MÁXIMA PRACTICIDAD
pdf-dermocosmetica-155,3,"TRANSPARENTE, SIN EFECTO BLANCO FÓRMULA"
pdf-dermocosmetica-156,1,"PROTECCIÓN FULL SPECTRUM UVA, UVB E IR"
pdf-dermocosmetica-156,2,MUY R
pdf-dermocosmetica-156,3,MUY RESISTENTE AL AGUA
pdf-dermocosmetica-158,1,CON IN
pdf-dermocosmetica-158,2,MÁXIMA PROTECCIÓN FULL SPECTRUM UNIVER
pdf-dermocosmetica-158,3,MÁXIMA PRACTICIDAD
pdf-dermocosmetica-159,1,"< 0,00"
pdf-dermocosmetica-159,2,"PROTECCIÓN FULL SPECTRUM UVA, UVB E IR"
pdf-dermocosmetica-159,3,RESISTENTE AL AGUA
pdf-dermocosmetica-161,1,"PROTECCIÓN FULL SPECTRUM UVA, UVB E IR"
pdf-dermocosmetica-161,2,MUY R
pdf-dermocosmetica-161,3,MUY RESISTENTE AL AGUA
pdf-dermocosmetica-163,1,NÍQUE
pdf-dermocosmetica-163,2,"INVISIBLE Y TRANSPARENTE, SIN RESIDUOS < 0,00"
pdf-dermocosmetica-163,3,MÁXIMA PRACTICIDAD: TAPÓN TWIST & LOCK
pdf-dermocosmetica-164,1,"PROTECCIÓN FULL SPECTRUM UVA, UVB E IR"
pdf-dermocosmetica-164,2,RESIST
pdf-dermocosmetica-164,3,ACCIÓN ESPECÍFICA ANTIOXIDANTE
pdf-dermocosmetica-165,1,"PROTECCIÓN FULL SPECTRUM UVA, UVB E IR"
pdf-dermocosmetica-165,2,RECIPIE
pdf-dermocosmetica-165,3,APLICACIÓN RÁPIDA DESDE CUALQUIER POSICIÓN PUEDE AL CAL
pdf-dermocosmetica-167,1,ACCIÓN CALMANTE INMEDIATA CUONNIV EINR
pdf-dermocosmetica-167,2,HIDRATACIÓN Y CONFORT DE LARGA DURACIÓN
pdf-dermocosmetica-167,3,NÍQUE
pdf-dermocosmetica-169,1,DERMA
pdf-dermocosmetica-169,2,ACCIÓN ANTIOXIDANTE E HIDRATANTE EN PIE
pdf-dermocosmetica-169,3,PREPARA LA PIEL PARA LA EXPOSICIÓN AL SOL
pdf-salud-006,1,CON EXTRACTO DE EQUINÁCEA ECHINOSHIELD® TITULADO CON TRIPLE ESTANDARIZACIÓN
pdf-salud-006,2,APTO A PARTIR DE 3 AÑOS APTO
pdf-salud-006,3,"BAJO CONTENIDO EN ALQUILAMIDAS <0,05% +3 años ECHINACEA PALLIDA ECHINOSHIELD® Adultos Perteneciente a la familia de las Asteráceas, la planta de Equinácea puede alcanzar hasta un metro de altura, la flor está formada por una gran cabeza cónica de color oscuro (que Vegetarianos recuerda un erizo, en griego “echinos”), los pétalos son de longitud y tonalidad variables (del blanco rosa al rosa-púrpura según la especie) y las hojas son lanceoladas y pubescentes. Veganos El ciclo es pluria"
pdf-salud-008,1,ELEVADA CONCENTRACIÓN DE SUSTANCIAS ACTIVAS
pdf-salud-008,2,LOS BENEFI
pdf-salud-008,3,FORMATO PRÁCTICO Y SIN REGUSTO OBTIENEN T
pdf-salud-010,1,ELEVADA CONCENTRACIÓN DE SUSTANCIAS ACTIVAS Sin conserva
pdf-salud-010,2,CON LACTOFERRINA Y QUERCETINA Con lactosa
pdf-salud-010,3,"FORMATO PRÁCTICO APTO QUERCETINA La Quercetina es un flavonoide muy extendido en la naturaleza que se ingiere normalmente +8 años mediante el consumo de fruta (manzanas, uvas, frutos del bosque) y verduras (crucíferas, alcaparras, cebollas y tomates). La quercetina tiende a oxidarse de forma espontánea y Adultos se convierte ella misma en un agente pro-oxidante. Este fenómeno recibe el nombre de «paradoja de la quercetina». Vegetarianos LACTOFERRINA NO APTO La Lactoferrina es una glicoprote"
pdf-salud-013,1,CONTRIBUYE AL FUNCIONAMIENTO NORMAL DE LA BARRERA MUCOSA
pdf-salud-013,2,ACCIÓN ANTIOXIDANTE APTO
pdf-salud-013,3,"AYUDA AL SISTEMA INMUNITARIO +12 años LA BARRERA INTESTINAL Adultos La barrera intestinal es un sistema extremadamente complejo que desempeña la función de absorber las sustancias nutritivas y defender al organismo frente a la entrada de agentes Vegetarianos potencialmente dañinos. Está constituida por diferentes elementos interconectados entre ellos: la microbiota intestinal, el epitelio intestinal, la capa mucosa, el sistema inmunitario, Veganos el sistema vascular linfático y las enzimas digestivas. En c"
pdf-salud-015,1,CEPAS MUY ESTUDIADAS Y AVALADAS CIENTÍFICAMENTE EL EMBARA
pdf-salud-015,2,SEGURO Y CON EFICACIA DEMOSTRADA
pdf-salud-015,3,BIENESTAR
pdf-salud-017,1,LA MENOPA
pdf-salud-017,2,CEPAS MUY ESTUDIADAS Y AVALADAS CIENTÍFICAMENTE
pdf-salud-017,3,BIENESTAR
pdf-salud-019,1,4G DE FIBRA PREBIÓTICA SOLUBLE DE ORIGEN VEGETAL
pdf-salud-019,2,FUNCIÓN DI NORMAL
pdf-salud-019,3,"SIN AZÚCARES, ADECUADO PARA PERSONAS DIABÉTICAS"
pdf-salud-022,1,FERMENTOS LÁCTICOS VIVOS SELECCIONADOS CARACTERÍ
pdf-salud-022,2,ÚTIL APORTE DE FIBRA EN LA DIETA
pdf-salud-022,3,"SOBRE STICK OROSOLUBLE, PRÁCTICO PARA LLEVAR SIEMPRE ENCIMA Sin gluten MICROBIOTA INTESTINAL Sin lactosa La microbiota intestinal es el conjunto de los microorganismos que se encuentran en el Sin azúcares aparato digestivo; en el hombre se han identificado por ahora entre 500 y 1000 especies. Sin colorante Es característico de cada individuo: se trata de una “huella digital bacteriana” y consta de aproximadamente 1014, es decir, 10 veces el número total de células del propio individuo. Sin conserva La compo"
pdf-salud-024,1,5000 MILLONES DE UFC DE LEVADURAS PROBIÓTICAS SIN LA ADICIÓN DE EXCIPIENTES
pdf-salud-024,2,TRASTORNO
pdf-salud-024,3,SOLO ES NECESARIA 1 CÁPSULAS AL DÍA
pdf-salud-026,1,Sin edulcoran
pdf-salud-026,2,MEZCLA DE CEPAS TINDALIZADAS DE ACCIÓN COMPETITIVA CON LOS ORGANISMOS EXTRAÑOS Sin colorante
pdf-salud-026,3,CON FIBRA PREBIÓTICA ACTILIGHT® Sin conserva EL EQUILIBRIO INTESTINAL Con lactosa La composición y la concentración micróbica cambia y aumenta numéricamente a lo largo de los distintos districtos gastrointestinales: más rica en Lactobacilos en la parte alta y APTO en Bifidobacterias en la parte baja. Una microbiota bacteriana cuantitativamente y cualitativamente equilibrada (eubiosis) +3 años es fundamental para:
pdf-salud-028,1,3X109 UFC DE PROBIÓTICOS VIVOS EN UN ÚNICO FRASCO Con conserva
pdf-salud-028,2,CON ZUMO CONCENTRADO DE SAÚCO
pdf-salud-028,3,"IDEAL PARA PERSONAS MAYORES Y PERSONAS INTOLERANTES A LA LACTOSA APTO +3 años EL MICROBIOMA INTESTINAL El intestino es un ecosistema complejo en el que interactúan la microbiota intestinal, la Adultos pared celular, el sistema inmunitario intestinal (tejido linfoide asociado al intestino o GALT) y un sistema nervioso articulado que convierten al intestino en nuestro «segundo cerebro». Durante el em Una microbiota cuantitativamente y cualitativamente equilibrada (eubiosis) es fundamental para el c"
pdf-salud-030,1,CEPAS ESTUDIADAS ESPECÍFICAMENTE PARA MADRES E HIJOS
pdf-salud-030,2,PREVENCIÓ
pdf-salud-030,3,"SIN AZÚCARES, NI COLORANTES NI EDULCORANTES E HINCHAZÓ"
pdf-salud-033,1,EXTRACTO DE DIENTE DE LEÓN RICO EN INULINA
pdf-salud-033,2,DEPURACIÓ
pdf-salud-033,3,"EXTRACTO DE CARDO MARIANO RICO EN SIBILINA URBANA, CO"
pdf-salud-035,1,AYUDA AL CORRECTO FUNCIONAMIENTO DEL HÍGADO Sin gluten
pdf-salud-035,2,PURIFICA Y DEPURA Sin lactosa
pdf-salud-035,3,"NOTABLE ACTIVIDAD ANTIOXIDANTE Sin edulcoran CARDO MARIANO (SILIMARINA FITOSOMA®) Sin azúcares El Cardo mariano (Silybum marianum) tiene propiedades beneficiosas para la digestión y las funciones depurativas, está implicado en el metabolismo de los hidratos de carbono y Sin colorante hace alarde de propiedades antioxidantes. Muchas de las cualidades del cardo dependen de la silimarina, un compuesto de tres flavonoides capaz de dificultar la interacción entre Sin conserva algunas sustancias tóxicas y las"
pdf-salud-037,1,COMBINACIÓN EXCLUSIVA DE ENZIMAS DIGESTIVAS DIGEASY® CARACTERÍ
pdf-salud-037,2,AYUDA A ABSORBER TODOS LOS NUTRIENTES DE LA DIETA Sin gluten
pdf-salud-037,3,ÚTIL PARA LA INTOLERANCIA A LA LACTOSA Sin lactosa ENZIMAS DIGEASY® Sin edulcoran Exclusiva combinación de enzimas digestivas estudiada para actuar sobre los principales nutrientes que constituyen una comida. Compuesto por: Sin azúcares ALFA-GALACTOSIDASA Sin conserva Esta enzima es necesaria para la digestión de los azúcares complejos como algunos Con colorant oligosacáridos que contienen las legumbres. Estos azúcares son normalmente indigestos para el hombre y la
pdf-salud-039,1,Con colorant
pdf-salud-039,2,EXTRACTOS DE ACCIÓN CARMINATIVA Y RELAJANTE DE LA MUSCULATURA INTESTINAL
pdf-salud-039,3,CON MEZCLA DE ENZIMAS PENSADA PARA PROMOVER LA DIGESTIÓN Puede conten trazas de glu
pdf-salud-041,1,"Calambres,"
pdf-salud-041,2,FÓRMULA CALMANTE GRACIAS A LA MALVA Y MANZANILLA.
pdf-salud-043,1,"FIBRA SOLUBLE NATURAL, CON ACCIÓN PREBIÓTICA Sin colorante"
pdf-salud-043,2,ZUMOS NATURALES Y SIN AZÚCARES AÑADIDOS Con lactosa
